StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q5,Q7,Q9,Q11,Q9,Q10,Q9,Q13
11/24/2017 14:30,11/24/2017 14:32,0,*******,100,119,1,11/24/2017 14:32,R_4H0fr73GeumEvF7,*******,*******,*******,*******,*******,*******,anonymous,EN,,I have read the instructions,,,0,0,,
11/24/2017 13:39,11/24/2017 13:40,0,*******,100,72,1,11/24/2017 13:40,R_577jM1nmHZoHc3v,*******,*******,*******,*******,*******,*******,anonymous,EN,,I have read the instructions,0,1,,,,
11/22/2017 21:47,11/22/2017 21:48,0,*******,100,59,1,11/22/2017 21:48,R_5ApBHa1f1bPsKEV,*******,*******,*******,*******,*******,*******,anonymous,EN,,I have read the instructions,,,,,1,1
11/22/2017 21:18,11/22/2017 21:20,0,*******,100,89,1,11/22/2017 21:20,R_6yDczNsLSroAoox,*******,*******,*******,*******,*******,*******,anonymous,EN,,I have read the instructions,,,,,0,1
11/24/2017 12:48,11/24/2017 12:49,0,*******,100,93,1,11/24/2017 12:49,R_9N4dULIXsYUWBNL,*******,*******,*******,*******,*******,*******,anonymous,EN,,I have read the instructions,,,0,0,,
11/24/2017 13:00,11/24/2017 13:03,0,*******,100,130,1,11/24/2017 13:03,R_AEwMFz6FqzWgSfn,*******,*******,*******,*******,*******,*******,anonymous,EN,,I have read the instructions,,,0,0,,
11/24/2017 12:11,11/24/2017 12:13,0,*******,100,81,1,11/24/2017 12:13,R_AMRF8u3tSHgG6c1,*******,*******,*******,*******,*******,*******,anonymous,EN,,I have read the instructions,0,1,,,,
11/22/2017 22:55,11/22/2017 22:58,0,*******,100,221,1,11/22/2017 22:58,R_baApJA2sT3sujo5,*******,*******,*******,*******,*******,*******,anonymous,EN,,I have read the instructions.,,,,,0,1
11/24/2017 14:30,11/24/2017 14:30,0,*******,100,41,1,11/24/2017 14:30,R_bdVYyYzQ2Pg7cpH,*******,*******,*******,*******,*******,*******,anonymous,EN,,I have read the instructions,1,1,,,,
11/22/2017 22:17,11/22/2017 22:18,0,*******,100,82,1,11/22/2017 22:18,R_BP85QnFt6s1uwKd,*******,*******,*******,*******,*******,*******,anonymous,EN,,I have read the instructions,,,,,0,1
11/24/2017 13:55,11/24/2017 13:56,0,*******,100,79,1,11/24/2017 13:56,R_BRLIoMcYQtYwpEt,*******,*******,*******,*******,*******,*******,anonymous,EN,,I have read the instructions,,,0,0,,
11/24/2017 13:14,11/24/2017 13:14,0,*******,100,41,1,11/24/2017 13:14,R_BtPxo35Z4G0mx9f,*******,*******,*******,*******,*******,*******,anonymous,EN,,I have read the instructions,0,1,,,,
11/24/2017 12:48,11/24/2017 12:49,0,*******,100,88,1,11/24/2017 12:49,R_bvI01hgdQwJX03v,*******,*******,*******,*******,*******,*******,anonymous,EN,,I have read the instructions,,,0,0,,
11/23/2017 0:09,11/23/2017 0:10,0,*******,100,84,1,11/23/2017 0:10,R_CfWwMIRduAsCf8l,*******,*******,*******,*******,*******,*******,anonymous,EN,,I have read the instructions,,,,,0,1
11/24/2017 13:39,11/24/2017 13:41,0,*******,100,108,1,11/24/2017 13:41,R_cYA9njD5KK8kK1X,*******,*******,*******,*******,*******,*******,anonymous,EN,,I have read the instructions,0,1,,,,
11/24/2017 13:00,11/24/2017 13:06,0,*******,100,355,1,11/24/2017 13:06,R_d5aeaesYA6qCSw9,*******,*******,*******,*******,*******,*******,anonymous,EN,,I have read the instructions,1,1,,,,
11/22/2017 21:08,11/22/2017 21:09,0,*******,100,55,1,11/22/2017 21:09,R_DViEttExo2FsbSx,*******,*******,*******,*******,*******,*******,anonymous,EN,,I have read the instructions,,,,,0,1
11/24/2017 12:48,11/24/2017 12:50,0,*******,100,118,1,11/24/2017 12:50,R_elpyr7k9B8T8Mnf,*******,*******,*******,*******,*******,*******,anonymous,EN,,I have read the instructions,1,1,,,,
11/24/2017 14:47,11/24/2017 14:48,0,*******,100,80,1,11/24/2017 14:48,R_OJzCw8mONC0qERH,*******,*******,*******,*******,*******,*******,anonymous,EN,,I have read the instructions,1,1,,,,
11/24/2017 14:18,11/24/2017 14:19,0,*******,100,77,1,11/24/2017 14:19,R_OMPwylYsdJHDjot,*******,*******,*******,*******,*******,*******,anonymous,EN,,I have read the instructions,,,0,0,,
11/24/2017 14:43,11/24/2017 14:45,0,*******,100,113,1,11/24/2017 14:45,R_OwLg7phq2bgr4B3,*******,*******,*******,*******,*******,*******,anonymous,EN,,I have read the instructions,,,0,0,,
11/22/2017 21:11,11/22/2017 21:12,0,*******,100,50,1,11/22/2017 21:12,R_p4bdjlHll0AzOrn,*******,*******,*******,*******,*******,*******,anonymous,EN,,I have read the instructions,,,,,0,1
11/24/2017 12:13,11/24/2017 12:14,0,*******,100,57,1,11/24/2017 12:14,R_pmIdKBgy7WMxv5D,*******,*******,*******,*******,*******,*******,anonymous,EN,,I have read the instructions,1,1,,,,
11/24/2017 14:05,11/24/2017 14:06,0,*******,100,57,1,11/24/2017 14:06,R_PXrK5p9citpXtCh,*******,*******,*******,*******,*******,*******,anonymous,EN,,I have read the instructions,,,0,0,,
11/24/2017 14:34,11/24/2017 14:35,0,*******,100,74,1,11/24/2017 14:35,R_qCHPaaQm3ttF5HH,*******,*******,*******,*******,*******,*******,anonymous,EN,,I have read the instructions,,,1,0,,
11/23/2017 1:14,11/23/2017 1:15,0,*******,100,68,1,11/23/2017 1:15,R_R2ggxseUVANY61b,*******,*******,*******,*******,*******,*******,anonymous,EN,,I have read the instructions,,,,,0,1
11/24/2017 14:30,11/24/2017 14:31,0,*******,100,79,1,11/24/2017 14:31,R_r6aXlpG4XT1cGtj,*******,*******,*******,*******,*******,*******,anonymous,EN,,I have read the instructions,,,0,0,,
11/22/2017 23:59,11/23/2017 0:01,0,*******,100,102,1,11/23/2017 0:01,R_r8ROXhIkSKYsyWt,*******,*******,*******,*******,*******,*******,anonymous,EN,,I have read the instructions,,,,,1,1
11/22/2017 23:43,11/22/2017 23:45,0,*******,100,74,1,11/22/2017 23:45,R_Ra7YloxqvDQHucF,*******,*******,*******,*******,*******,*******,anonymous,EN,,I have read the instructions,,,,,0,1
11/24/2017 14:30,11/24/2017 14:32,0,*******,100,69,1,11/24/2017 14:32,R_RF6EfOAc5Mai0x3,*******,*******,*******,*******,*******,*******,anonymous,EN,,I have read the instructions,,,0,0,,
11/24/2017 14:43,11/24/2017 14:44,0,*******,100,61,1,11/24/2017 14:44,R_RPvHYI7eoDSLOiB,*******,*******,*******,*******,*******,*******,anonymous,EN,,I have read the instructions,1,1,,,,
11/22/2017 23:45,11/22/2017 23:47,0,*******,100,123,1,11/22/2017 23:47,R_SAWkqLpEbeyZuUh,*******,*******,*******,*******,*******,*******,anonymous,EN,,I have read the instructions,,,,,0,1
11/24/2017 12:22,11/24/2017 12:23,0,*******,100,69,1,11/24/2017 12:23,R_Tds2uAVGFdbOzgB,*******,*******,*******,*******,*******,*******,anonymous,EN,,I have read the instructions,,,1,0,,
11/24/2017 13:39,11/24/2017 13:40,0,*******,100,51,1,11/24/2017 13:40,R_tJndhmmxgV8wJnH,*******,*******,*******,*******,*******,*******,anonymous,EN,,I have read the instructions,,,0,0,,
11/24/2017 14:18,11/24/2017 14:18,0,*******,100,38,1,11/24/2017 14:18,R_tKykvJ5tHTTTvrP,*******,*******,*******,*******,*******,*******,anonymous,EN,,I have read the instructions,,,1,1,,
11/24/2017 14:05,11/24/2017 14:05,0,*******,100,45,1,11/24/2017 14:05,R_UaNEdLHFy30kArT,*******,*******,*******,*******,*******,*******,anonymous,EN,,I have read the instructions,,,0,0,,
11/22/2017 22:39,11/22/2017 22:40,0,*******,100,51,1,11/22/2017 22:40,R_Ug7ereXyhKYZtap,*******,*******,*******,*******,*******,*******,anonymous,EN,,I have read the instructions,,,,,0,1
11/22/2017 23:31,11/22/2017 23:33,0,*******,100,114,1,11/22/2017 23:33,R_UgaSUV035l9M98d,*******,*******,*******,*******,*******,*******,anonymous,EN,,I have read the instructions,,,,,0,0
11/24/2017 12:22,11/24/2017 12:23,0,*******,100,49,1,11/24/2017 12:23,R_vB3Lco57YB0Butr,*******,*******,*******,*******,*******,*******,anonymous,EN,,I have read the instructions,,,0,0,,
11/24/2017 11:57,11/24/2017 11:58,0,*******,100,76,1,11/24/2017 11:58,R_vkJcUNn73fidPTr,*******,*******,*******,*******,*******,*******,anonymous,EN,,I have read the instructions,,,0,1,,
11/24/2017 13:41,11/24/2017 13:42,0,*******,100,59,1,11/24/2017 13:42,R_w1qJjec184Wi3hn,*******,*******,*******,*******,*******,*******,anonymous,EN,,I have read the instructions,0,1,,,,
11/22/2017 21:16,11/22/2017 21:19,0,*******,100,162,1,11/22/2017 21:19,R_WBx9UpPHf4SQXkd,*******,*******,*******,*******,*******,*******,anonymous,EN,,I have read the instructions,,,,,1,1
11/22/2017 22:01,11/22/2017 22:03,0,*******,100,116,1,11/22/2017 22:03,R_xECwQU4sLyrhEkN,*******,*******,*******,*******,*******,*******,anonymous,EN,,I have read the instructions,,,,,0,1
11/22/2017 23:05,11/22/2017 23:06,0,*******,100,34,1,11/22/2017 23:06,R_xEMAIGWYJodNvdD,*******,*******,*******,*******,*******,*******,anonymous,EN,,I have read the instructions,,,,,1,1
11/24/2017 12:13,11/24/2017 12:15,0,*******,100,100,1,11/24/2017 12:15,R_XzEpHtos9PuSRmp,*******,*******,*******,*******,*******,*******,anonymous,EN,,I have read the instructions,,,1,0,,
11/24/2017 12:47,11/24/2017 12:48,0,*******,100,44,1,11/24/2017 12:48,R_yCTqL3e15SCyN9f,*******,*******,*******,*******,*******,*******,anonymous,EN,,I have read the instructions,0,1,,,,
11/24/2017 11:56,11/24/2017 11:57,0,*******,100,44,1,11/24/2017 11:57,R_ysB7sLZ9GbvA6Ah,*******,*******,*******,*******,*******,*******,anonymous,EN,,I have read the instructions,,,1,0,,
11/24/2017 13:52,11/24/2017 13:54,0,*******,100,157,1,11/24/2017 13:54,R_zUVxD3hGh5291fP,*******,*******,*******,*******,*******,*******,anonymous,EN,,I have read the instructions,0,1,,,,
11/24/2017 14:30,11/24/2017 14:31,0,*******,100,37,1,11/24/2017 14:31,R_zVEJxP5TMeY5NKh,*******,*******,*******,*******,*******,*******,anonymous,EN,,I have read the instructions,1,1,,,,
